model,seed,mse,rmse,mae,r2,train_time_s,infer_time_s,n_test_samples,wall_train_start_iso,wall_train_end_iso,wall_infer_start_iso,wall_infer_end_iso
XGBoost,5,0.006315810884597497,0.0794720761311638,0.05760906697555807,-0.1330710392596195,0.03377556800842285,0.0005736351013183594,622,2026-05-07T22:54:10.783390+00:00,2026-05-07T22:54:10.817172+00:00,2026-05-07T22:54:10.817178+00:00,2026-05-07T22:54:10.817754+00:00
XGBoost +NLP,5,0.007717196629927597,0.08784757611868182,0.0636265287804539,-0.38448287407835435,0.03998684883117676,0.0005953311920166016,622,2026-05-07T22:54:10.818281+00:00,2026-05-07T22:54:10.858274+00:00,2026-05-07T22:54:10.858281+00:00,2026-05-07T22:54:10.858878+00:00
XGBoost,6,0.006315810884597497,0.0794720761311638,0.05760906697555807,-0.1330710392596195,0.03396439552307129,0.0005881786346435547,622,2026-05-07T22:54:10.859500+00:00,2026-05-07T22:54:10.893470+00:00,2026-05-07T22:54:10.893478+00:00,2026-05-07T22:54:10.894068+00:00
XGBoost +NLP,6,0.007717196629927597,0.08784757611868182,0.0636265287804539,-0.38448287407835435,0.039357662200927734,0.0005900859832763672,622,2026-05-07T22:54:10.894609+00:00,2026-05-07T22:54:10.933973+00:00,2026-05-07T22:54:10.933980+00:00,2026-05-07T22:54:10.934572+00:00
XGBoost,7,0.006315810884597497,0.0794720761311638,0.05760906697555807,-0.1330710392596195,0.03411555290222168,0.0005784034729003906,622,2026-05-07T22:54:10.935168+00:00,2026-05-07T22:54:10.969289+00:00,2026-05-07T22:54:10.969297+00:00,2026-05-07T22:54:10.969877+00:00
XGBoost +NLP,7,0.007717196629927597,0.08784757611868182,0.0636265287804539,-0.38448287407835435,0.0397801399230957,0.0005800724029541016,622,2026-05-07T22:54:10.970421+00:00,2026-05-07T22:54:11.010207+00:00,2026-05-07T22:54:11.010214+00:00,2026-05-07T22:54:11.010796+00:00
XGBoost,8,0.006315810884597497,0.0794720761311638,0.05760906697555807,-0.1330710392596195,0.033849239349365234,0.0005743503570556641,622,2026-05-07T22:54:11.011360+00:00,2026-05-07T22:54:11.045215+00:00,2026-05-07T22:54:11.045221+00:00,2026-05-07T22:54:11.045797+00:00
XGBoost +NLP,8,0.007717196629927597,0.08784757611868182,0.0636265287804539,-0.38448287407835435,0.041121721267700195,0.0005948543548583984,622,2026-05-07T22:54:11.046339+00:00,2026-05-07T22:54:11.087467+00:00,2026-05-07T22:54:11.087474+00:00,2026-05-07T22:54:11.088071+00:00
XGBoost,9,0.006315810884597497,0.0794720761311638,0.05760906697555807,-0.1330710392596195,0.03596305847167969,0.0005919933319091797,622,2026-05-07T22:54:11.088669+00:00,2026-05-07T22:54:11.124639+00:00,2026-05-07T22:54:11.124647+00:00,2026-05-07T22:54:11.125241+00:00
XGBoost +NLP,9,0.007717196629927597,0.08784757611868182,0.0636265287804539,-0.38448287407835435,0.042499542236328125,0.0006022453308105469,622,2026-05-07T22:54:11.125796+00:00,2026-05-07T22:54:11.168301+00:00,2026-05-07T22:54:11.168308+00:00,2026-05-07T22:54:11.168914+00:00
LightGBM,0,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.0807797908782959,0.0008025169372558594,622,2026-05-07T22:54:11.169505+00:00,2026-05-07T22:54:11.250294+00:00,2026-05-07T22:54:11.250308+00:00,2026-05-07T22:54:11.251114+00:00
LightGBM +NLP,0,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.023549795150756836,0.0005486011505126953,622,2026-05-07T22:54:11.251885+00:00,2026-05-07T22:54:11.275440+00:00,2026-05-07T22:54:11.275446+00:00,2026-05-07T22:54:11.275997+00:00
LightGBM,1,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.022997617721557617,0.0007679462432861328,622,2026-05-07T22:54:11.276532+00:00,2026-05-07T22:54:11.299536+00:00,2026-05-07T22:54:11.299545+00:00,2026-05-07T22:54:11.300317+00:00
LightGBM +NLP,1,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.027350902557373047,0.0006167888641357422,622,2026-05-07T22:54:11.301351+00:00,2026-05-07T22:54:11.328712+00:00,2026-05-07T22:54:11.328721+00:00,2026-05-07T22:54:11.329340+00:00
LightGBM,2,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.022624731063842773,0.0005338191986083984,622,2026-05-07T22:54:11.329947+00:00,2026-05-07T22:54:11.352578+00:00,2026-05-07T22:54:11.352584+00:00,2026-05-07T22:54:11.353120+00:00
LightGBM +NLP,2,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.023653507232666016,0.0005292892456054688,622,2026-05-07T22:54:11.353633+00:00,2026-05-07T22:54:11.377292+00:00,2026-05-07T22:54:11.377298+00:00,2026-05-07T22:54:11.377830+00:00
LightGBM,3,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.022469043731689453,0.0005221366882324219,622,2026-05-07T22:54:11.378342+00:00,2026-05-07T22:54:11.400816+00:00,2026-05-07T22:54:11.400822+00:00,2026-05-07T22:54:11.401346+00:00
LightGBM +NLP,3,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.02373814582824707,0.0005335807800292969,622,2026-05-07T22:54:11.401827+00:00,2026-05-07T22:54:11.425570+00:00,2026-05-07T22:54:11.425575+00:00,2026-05-07T22:54:11.426111+00:00
LightGBM,4,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.02250838279724121,0.0005202293395996094,622,2026-05-07T22:54:11.426635+00:00,2026-05-07T22:54:11.449148+00:00,2026-05-07T22:54:11.449154+00:00,2026-05-07T22:54:11.449676+00:00
LightGBM +NLP,4,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.02365875244140625,0.0005354881286621094,622,2026-05-07T22:54:11.450174+00:00,2026-05-07T22:54:11.473838+00:00,2026-05-07T22:54:11.473844+00:00,2026-05-07T22:54:11.474382+00:00
LightGBM,5,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.02256035804748535,0.0005176067352294922,622,2026-05-07T22:54:11.474912+00:00,2026-05-07T22:54:11.497478+00:00,2026-05-07T22:54:11.497484+00:00,2026-05-07T22:54:11.498004+00:00
LightGBM +NLP,5,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.02366328239440918,0.0005288124084472656,622,2026-05-07T22:54:11.498530+00:00,2026-05-07T22:54:11.522198+00:00,2026-05-07T22:54:11.522205+00:00,2026-05-07T22:54:11.522736+00:00
LightGBM,6,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.022886991500854492,0.0005252361297607422,622,2026-05-07T22:54:11.523304+00:00,2026-05-07T22:54:11.546197+00:00,2026-05-07T22:54:11.546203+00:00,2026-05-07T22:54:11.546731+00:00
LightGBM +NLP,6,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.0238034725189209,0.0005316734313964844,622,2026-05-07T22:54:11.547233+00:00,2026-05-07T22:54:11.571042+00:00,2026-05-07T22:54:11.571048+00:00,2026-05-07T22:54:11.571582+00:00
LightGBM,7,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.02274608612060547,0.0005259513854980469,622,2026-05-07T22:54:11.572135+00:00,2026-05-07T22:54:11.594888+00:00,2026-05-07T22:54:11.594894+00:00,2026-05-07T22:54:11.595422+00:00
LightGBM +NLP,7,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.0235598087310791,0.0005295276641845703,622,2026-05-07T22:54:11.595942+00:00,2026-05-07T22:54:11.619507+00:00,2026-05-07T22:54:11.619514+00:00,2026-05-07T22:54:11.620046+00:00
LightGBM,8,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.022633790969848633,0.0006642341613769531,622,2026-05-07T22:54:11.620595+00:00,2026-05-07T22:54:11.643234+00:00,2026-05-07T22:54:11.643243+00:00,2026-05-07T22:54:11.643911+00:00
LightGBM +NLP,8,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.0237886905670166,0.0005257129669189453,622,2026-05-07T22:54:11.644411+00:00,2026-05-07T22:54:11.668206+00:00,2026-05-07T22:54:11.668213+00:00,2026-05-07T22:54:11.668741+00:00
LightGBM,9,0.011040952004838178,0.10507593447044941,0.08050312245064034,-0.9807722541291453,0.022657155990600586,0.0005290508270263672,622,2026-05-07T22:54:11.669278+00:00,2026-05-07T22:54:11.691940+00:00,2026-05-07T22:54:11.691947+00:00,2026-05-07T22:54:11.692478+00:00
LightGBM +NLP,9,0.01232866487594156,0.11103452110015857,0.08674269876673416,-1.2117909131405105,0.02375483512878418,0.0005230903625488281,622,2026-05-07T22:54:11.693015+00:00,2026-05-07T22:54:11.716776+00:00,2026-05-07T22:54:11.716782+00:00,2026-05-07T22:54:11.717308+00:00
CatBoost,0,0.006436885196780354,0.08023020127595563,0.06476965328582335,-0.15479205010673525,0.1641230583190918,0.0003795623779296875,622,2026-05-07T22:54:11.717890+00:00,2026-05-07T22:54:11.882021+00:00,2026-05-07T22:54:11.882029+00:00,2026-05-07T22:54:11.882411+00:00
CatBoost +NLP,0,0.0063986411687903194,0.07999150685410496,0.06252015402511547,-0.14793098328064969,0.05591630935668945,0.0003235340118408203,622,2026-05-07T22:54:11.883066+00:00,2026-05-07T22:54:11.938989+00:00,2026-05-07T22:54:11.938998+00:00,2026-05-07T22:54:11.939324+00:00
CatBoost,1,0.006152759849462611,0.07843952989062729,0.06329742831611004,-0.10381930750128077,0.054038286209106445,0.0003159046173095703,622,2026-05-07T22:54:11.940015+00:00,2026-05-07T22:54:11.994061+00:00,2026-05-07T22:54:11.994068+00:00,2026-05-07T22:54:11.994387+00:00
CatBoost +NLP,1,0.005693957813458834,0.07545831838478004,0.05886086671246419,-0.021509164077415655,0.05379080772399902,0.00032973289489746094,622,2026-05-07T22:54:11.994993+00:00,2026-05-07T22:54:12.048791+00:00,2026-05-07T22:54:12.048797+00:00,2026-05-07T22:54:12.049129+00:00
CatBoost,2,0.0058860007714515725,0.07672027614295697,0.06201737541008879,-0.05596211366239867,0.05199432373046875,0.00033092498779296875,622,2026-05-07T22:54:12.049772+00:00,2026-05-07T22:54:12.101775+00:00,2026-05-07T22:54:12.101783+00:00,2026-05-07T22:54:12.102116+00:00
CatBoost +NLP,2,0.006582494231023555,0.08113257194877749,0.06566971206063017,-0.1809146466774918,0.05837726593017578,0.0003304481506347656,622,2026-05-07T22:54:12.102749+00:00,2026-05-07T22:54:12.161136+00:00,2026-05-07T22:54:12.161144+00:00,2026-05-07T22:54:12.161477+00:00
CatBoost,3,0.006518422994057766,0.08073675119830973,0.06479181867075506,-0.1694201189941944,0.052451133728027344,0.00031566619873046875,622,2026-05-07T22:54:12.162144+00:00,2026-05-07T22:54:12.214602+00:00,2026-05-07T22:54:12.214611+00:00,2026-05-07T22:54:12.214930+00:00
CatBoost +NLP,3,0.00585894845920646,0.07654376825847066,0.05957581134802537,-0.051108866453129176,0.051612138748168945,0.0003204345703125,622,2026-05-07T22:54:12.215540+00:00,2026-05-07T22:54:12.267158+00:00,2026-05-07T22:54:12.267164+00:00,2026-05-07T22:54:12.267487+00:00
CatBoost,4,0.00635136834299255,0.07969547253760749,0.06357825139513405,-0.13945012930415635,0.05023360252380371,0.0004138946533203125,622,2026-05-07T22:54:12.268113+00:00,2026-05-07T22:54:12.318353+00:00,2026-05-07T22:54:12.318364+00:00,2026-05-07T22:54:12.318784+00:00
CatBoost +NLP,4,0.006187389319557749,0.07865996007854154,0.06304228834163804,-0.1100319143045334,0.0534672737121582,0.00032019615173339844,622,2026-05-07T22:54:12.319354+00:00,2026-05-07T22:54:12.372828+00:00,2026-05-07T22:54:12.372834+00:00,2026-05-07T22:54:12.373157+00:00
CatBoost,5,0.008962352253248504,0.09466970081947287,0.07717224091805835,-0.6078666646850124,0.05050849914550781,0.0002968311309814453,622,2026-05-07T22:54:12.373771+00:00,2026-05-07T22:54:12.424287+00:00,2026-05-07T22:54:12.424293+00:00,2026-05-07T22:54:12.424591+00:00
CatBoost +NLP,5,0.007591200643551812,0.08712749648389888,0.07186675720001116,-0.3618789035298522,0.05404305458068848,0.0003554821014404297,622,2026-05-07T22:54:12.425143+00:00,2026-05-07T22:54:12.479193+00:00,2026-05-07T22:54:12.479205+00:00,2026-05-07T22:54:12.479564+00:00
CatBoost,6,0.006776630039284719,0.08232028935374754,0.06548188915643584,-0.21574305842750618,0.0502469539642334,0.00032258033752441406,622,2026-05-07T22:54:12.480171+00:00,2026-05-07T22:54:12.530425+00:00,2026-05-07T22:54:12.530433+00:00,2026-05-07T22:54:12.530758+00:00
CatBoost +NLP,6,0.006725251345703316,0.08200762980176488,0.06560307426755578,-0.2065256023010007,0.052229881286621094,0.00033164024353027344,622,2026-05-07T22:54:12.531347+00:00,2026-05-07T22:54:12.583589+00:00,2026-05-07T22:54:12.583594+00:00,2026-05-07T22:54:12.583928+00:00
CatBoost,7,0.0067695291772636446,0.0822771485727577,0.06877524408567263,-0.21446914740374834,0.05010986328125,0.0003390312194824219,622,2026-05-07T22:54:12.584574+00:00,2026-05-07T22:54:12.634692+00:00,2026-05-07T22:54:12.634700+00:00,2026-05-07T22:54:12.635042+00:00
CatBoost +NLP,7,0.006128938419823159,0.07828753681029414,0.06425476606254257,-0.09954568808306052,0.053311824798583984,0.00033402442932128906,622,2026-05-07T22:54:12.635790+00:00,2026-05-07T22:54:12.689111+00:00,2026-05-07T22:54:12.689119+00:00,2026-05-07T22:54:12.689456+00:00
CatBoost,8,0.006868266876619019,0.08287500755124562,0.06557716075750407,-0.2321829183932398,0.05184292793273926,0.0005116462707519531,622,2026-05-07T22:54:12.690089+00:00,2026-05-07T22:54:12.741942+00:00,2026-05-07T22:54:12.741956+00:00,2026-05-07T22:54:12.742472+00:00
CatBoost +NLP,8,0.006213648624696633,0.07882669994802924,0.06481840697192633,-0.11474289420998196,0.06049084663391113,0.0003275871276855469,622,2026-05-07T22:54:12.743643+00:00,2026-05-07T22:54:12.804146+00:00,2026-05-07T22:54:12.804154+00:00,2026-05-07T22:54:12.804484+00:00
CatBoost,9,0.0060073317282938535,0.0775069785780213,0.06104452201971764,-0.07772916715333111,0.05152606964111328,0.0003695487976074219,622,2026-05-07T22:54:12.805189+00:00,2026-05-07T22:54:12.856724+00:00,2026-05-07T22:54:12.856733+00:00,2026-05-07T22:54:12.857105+00:00
CatBoost +NLP,9,0.006015236491137089,0.07755795569209575,0.06274052259215575,-0.07914729983867286,0.05350852012634277,0.00034046173095703125,622,2026-05-07T22:54:12.857732+00:00,2026-05-07T22:54:12.911248+00:00,2026-05-07T22:54:12.911257+00:00,2026-05-07T22:54:12.911600+00:00
