timestamp_iso,cpu_energy_j,gpu_power_w,gpu_util_pct
2026-05-07T23:49:04.689075Z,103719.406596,25.137,3
2026-05-07T23:49:05.690606Z,103721.90543,25.405,2
2026-05-07T23:49:06.691488Z,103724.453031,24.857,2
2026-05-07T23:49:07.693021Z,103726.906882,25.107,2
2026-05-07T23:49:08.694517Z,103729.509659,25.22,2
2026-05-07T23:49:09.695465Z,103732.084359,25.072,2
2026-05-07T23:49:10.696997Z,103734.98163,25.067,1
2026-05-07T23:49:11.698516Z,103737.473933,25.084,1
2026-05-07T23:49:12.700032Z,103740.137378,25.112,0
2026-05-07T23:49:13.701550Z,103742.610028,25.019,0
2026-05-07T23:49:14.703075Z,103745.291479,25.189,0
2026-05-07T23:49:15.704633Z,103747.765044,25.255,0
2026-05-07T23:49:16.706153Z,103750.354515,25.303,0
2026-05-07T23:49:17.707690Z,103752.80562,25.259,0
2026-05-07T23:49:18.709197Z,103755.452036,25.378,0
2026-05-07T23:49:19.710717Z,103758.126407,25.534,0
2026-05-07T23:49:20.712186Z,103760.901119,25.272,0
2026-05-07T23:49:21.713718Z,103763.381826,25.317,0
2026-05-07T23:49:22.715166Z,103765.989912,25.235,0
2026-05-07T23:49:23.716674Z,103768.746619,25.071,0
2026-05-07T23:49:24.718205Z,103772.85635,24.719,0
2026-05-07T23:49:25.719475Z,103776.125811,25.19,0
2026-05-07T23:49:26.720930Z,103778.569714,25.076,0
2026-05-07T23:49:27.722430Z,103781.253423,25.663,0
2026-05-07T23:49:28.723467Z,103783.69464,25.587,0
2026-05-07T23:49:29.724991Z,103786.628714,25.652,4
2026-05-07T23:49:30.726533Z,103789.377181,25.313,2
2026-05-07T23:49:31.728077Z,103792.094093,25.18,3
2026-05-07T23:49:32.729608Z,103794.539522,25.37,2
2026-05-07T23:49:33.731129Z,103797.225306,25.442,2
2026-05-07T23:49:34.732671Z,103799.688617,25.468,2
2026-05-07T23:49:35.733930Z,103802.251172,25.356,1
2026-05-07T23:49:36.735460Z,103804.700995,25.315,1
2026-05-07T23:49:37.736968Z,103807.29956,25.409,0
2026-05-07T23:49:38.738481Z,103809.739861,25.325,0
2026-05-07T23:49:39.739475Z,103812.641709,25.534,0
2026-05-07T23:49:40.741006Z,103815.384622,25.655,0
2026-05-07T23:49:41.742533Z,103818.060824,25.775,0
2026-05-07T23:49:42.744057Z,103820.501857,25.934,0
2026-05-07T23:49:43.745582Z,103823.155293,25.915,0
2026-05-07T23:49:44.747117Z,103825.666273,25.971,0
2026-05-07T23:49:45.748655Z,103828.362006,25.863,0
2026-05-07T23:49:46.750130Z,103830.770691,25.909,0
2026-05-07T23:49:47.751628Z,103833.350702,25.7,0
2026-05-07T23:49:48.753086Z,103835.80083,25.838,0
2026-05-07T23:49:49.754525Z,103838.675456,25.853,0
2026-05-07T23:49:50.755473Z,103841.275669,26.07,0
2026-05-07T23:49:51.757000Z,103843.941434,26.498,0
2026-05-07T23:49:52.758553Z,103846.382712,26.351,0
2026-05-07T23:49:53.759479Z,103848.974136,26.738,0
2026-05-07T23:49:54.760999Z,103851.406747,26.091,0
2026-05-07T23:49:55.762522Z,103854.08307,26.017,0
2026-05-07T23:49:56.764060Z,103856.512691,25.951,0
2026-05-07T23:49:57.765390Z,103859.242298,26.216,0
2026-05-07T23:49:58.766868Z,103861.671979,26.08,0
2026-05-07T23:49:59.768369Z,103864.365332,26.295,0
2026-05-07T23:50:00.769898Z,103866.989654,26.046,0
2026-05-07T23:50:01.771427Z,103869.66439,25.853,0
2026-05-07T23:50:02.772962Z,103872.102189,26.178,0
2026-05-07T23:50:03.774478Z,103876.718327,25.814,0
2026-05-07T23:50:04.775475Z,103879.151366,26.006,0
2026-05-07T23:50:05.776988Z,103881.784599,26.136,0
2026-05-07T23:50:06.778525Z,103884.221238,25.737,0
2026-05-07T23:50:07.780038Z,103886.883707,25.807,0
2026-05-07T23:50:08.781567Z,103889.303134,26.029,0
2026-05-07T23:50:09.783077Z,103892.004482,26.017,0
2026-05-07T23:50:10.784636Z,103894.661885,25.738,0
2026-05-07T23:50:11.786349Z,103897.325758,25.726,0
2026-05-07T23:50:12.787477Z,103899.77851,25.582,0
2026-05-07T23:50:13.788996Z,103902.405273,25.6,0
2026-05-07T23:50:14.790529Z,103904.871515,25.916,0
2026-05-07T23:50:15.791542Z,103907.563219,26.203,0
2026-05-07T23:50:16.792996Z,103910.008586,25.919,0
2026-05-07T23:50:17.794477Z,103912.586339,26.464,0
2026-05-07T23:50:18.796011Z,103914.998259,26.163,0
2026-05-07T23:50:19.797450Z,103917.666404,26.02,0
2026-05-07T23:50:20.798878Z,103920.226883,26.067,0
2026-05-07T23:50:21.799469Z,103922.907601,25.986,0
2026-05-07T23:50:22.800997Z,103925.35718,25.6,0
2026-05-07T23:50:23.802529Z,103928.390802,25.584,0
2026-05-07T23:50:24.803461Z,103930.817127,25.882,0
2026-05-07T23:50:25.804966Z,103934.312357,26.048,0
2026-05-07T23:50:26.806674Z,103936.720188,25.684,0
2026-05-07T23:50:27.807475Z,103939.252835,26.182,0
2026-05-07T23:50:28.809004Z,103941.674094,26.379,0
2026-05-07T23:50:29.810505Z,103944.22023,26.391,0
2026-05-07T23:50:30.811650Z,103946.93055,26.287,0
2026-05-07T23:50:31.813177Z,103949.824586,26.398,0
2026-05-07T23:50:32.814722Z,103952.283869,26.034,0
2026-05-07T23:50:33.816240Z,103954.811938,25.67,0
2026-05-07T23:50:34.817764Z,103957.262372,25.619,0
2026-05-07T23:50:35.819276Z,103959.891332,25.099,0
2026-05-07T23:50:36.820828Z,103962.352874,25.684,0
2026-05-07T23:50:37.822328Z,103964.8666,26.398,0
2026-05-07T23:50:38.823493Z,103967.318498,25.396,0
2026-05-07T23:50:39.825010Z,103969.858958,26.516,0
2026-05-07T23:50:40.826538Z,103972.468082,25.657,0
2026-05-07T23:50:41.827478Z,103975.236996,25.67,0
2026-05-07T23:50:42.829007Z,103977.716177,25.538,0
2026-05-07T23:50:43.830520Z,103980.22911,25.456,0
2026-05-07T23:50:44.831408Z,103982.683693,25.617,0
2026-05-07T23:50:45.832913Z,103985.223482,25.363,0
2026-05-07T23:50:46.834435Z,103987.662379,25.344,0
2026-05-07T23:50:47.835439Z,103990.138081,25.343,0
2026-05-07T23:50:48.836741Z,103992.644239,25.575,0
2026-05-07T23:50:49.838254Z,103995.10987,25.758,0
2026-05-07T23:50:50.839769Z,103997.864746,25.633,0
